Job ID,Title,Company,Location,Posted Date,Date Posted ISO,Job URL,Description,Seniority Level,Employment Type,Job Function,Industries
4437934830,Mobile Branch Colleauge,Timpson Group,"Perth, Scotland, United Kingdom",1 month ago,2026-07-10,https://uk.linkedin.com/jobs/view/mobile-branch-colleauge-at-timpson-group-4437934830,"Timpson
‘One of the best places to work in the UK’ The Sunday Times
(Part of Timpson Group Limited)
Are you ready to embark on a rewarding new career? If you’ve spent time in retail or hospitality and are eager for a fresh challenge, look no further! Timpson, recognized by The Sunday Times as 'One of the Best Places to Work in the UK,' is calling for dynamic individuals to join our successful high street service team.
Position:
Branch Manager/ Branch Colleague/ Mobile
*delete as appropriate*
for Timpson, a Service-Based Retail Company
Location:
Perth (and surrounding area)
Job Type
: Permanent / Full Time
Pay
: Starting at £26436.80 following a successful trial potential uncapped weekly bonus
Hours
: 40 hours over 5 days, including weekends, with overtime opportunities available post-training.
Job Description
Your day-to-day responsibilities will include serving customers with key cutting, watch and mobile phone repairs, engravings, shoe repairs, photo processing, dry cleaning and many other services.
Lack of experience is not an issue for us, as every single colleague is given in-depth training from their very first day. You’ll be walked through exactly how things are done, as we offer a fun, valuable learning experience that quickly teaches you the new skills you’ll need to succeed. We’ll set you on the path for a successful and rewarding career, and then show you how to excel at Timpson!
As part of your job role, you will be expected to Complete an act of kindness for customers or colleagues every day
What We Offer:
Taking care of our colleagues is our top priority. Every year, we measure our “happiness index” to understand how our team feels and how we can improve.
In addition to a basic wage, all our colleagues can earn weekly performance bonuses. Benefits include:
Free holiday homes
Achievable uncapped bonuses
Discount card (up to 90% off for colleagues, up to 25% off for friends and family)
An extra day off for your birthday
Paid day off for a child’s first day at school
Annual salary reviews
Regular social events
£1000 weekly lottery draws
Excellent promotion prospects
Ongoing skills training
£100 bonus when you get married
Mental health support, including free flu jabs and a 24-hour helpline
… and more!
Who We’re Looking For:
We value personality over qualifications. Ideal candidates are positive, friendly, confident, and great communicators. We welcome applicants from all backgrounds, including ex-offenders.
Who We Are:
As a family-run business since 1865, Timpson is proud to be the largest service retailer in the UK with over 1,300 stores nationwide. We pride ourselves on our culture of trust, giving colleagues the freedom to excel in their roles. If you're interested in varied work and career progression, this could be the right role for you!
Next Steps:
To apply, click the button below and fill out the application form. We look forward to meeting you!
Show more
Show less",Not Applicable,Full-time,Other,Retail
4431910659,Mash Mixer,ALBERT BARTLETT,"Airdrie, Scotland, United Kingdom",2 months ago,2026-06-05,https://uk.linkedin.com/jobs/view/mash-mixer-at-albert-bartlett-4431910659,"Are you passionate about food production and looking to make a tangible impact in a dynamic workplace? Albert Bartlett, a cornerstone of the UK potato industry, is excited to welcome you as a Mash Mixer! Join our talented team and help us create mouthwatering chilled and frozen potato products that our customers love.
As a Mash Mixer, you'll bring your enthusiasm and skills to the forefront of our mixing operations. You'll be responsible for preparing and mixing delicious mash according to our special recipes, ensuring each batch meets our high standards of quality. Your creativity and attention to detail are key in helping us deliver top-notch products every day.
Your Role Includes:
Setting up and operating mixing machinery to bring our potato mash to life
Following precise recipes and mixing schedules to produce consistent, high-quality products
Monitoring the mixing process, adjusting as needed to achieve the perfect texture and flavor
Performing quality checks regularly to guarantee compliance with our stringent standards
Keeping your workspace and equipment clean and safe, adhering to health and safety regulations
Working closely with fellow team members to synchronize production efforts and keep everything running smoothly
Documenting production details and quality control measures diligently
Join us in crafting products that not only delight our customers but also uphold the proud legacy of Albert Bartlett!
Hourly rate of £12.79 p/h
Requirements
Experience in a food production environment is an asset, particularly in a mixing or preparing role
Understanding of food safety and hygiene principles is essential
Strong ability to follow recipes with precision and attention to detail
A passion for quality and consistency in every batch you produce
Basic mechanical skills for routine equipment maintenance
Collaborative spirit with the ability to work independently and as part of our enthusiastic team
Willingness to work flexible hours to help us meet production goals
Benefits
Long Service Awards
Employee of the Month & On the Spot Awards
Discounted Staff Sales
Life Assurance
Access to Free Wellbeing Services (inc. counselling and financial advice)
Retailer Discount Scheme
Cycle to Work Scheme
Wellbeing & Engagement Events throughout the year
Free Parking
Show more
Show less",Not Applicable,Full-time,Manufacturing,IT Services and IT Consulting
4447136403,Furniture Technician,Castelan Group,"Falkirk, Scotland, United Kingdom",1 week ago,2026-07-31,https://uk.linkedin.com/jobs/view/furniture-technician-at-castelan-group-4447136403,"Take Pride in Your Craft. Make a Difference Every Day.
Are you someone who enjoys working with your hands, solving problems, and restoring things to their very best? If you take genuine pride in delivering quality workmanship and exceptional customer service, we'd love to hear from you.
At Castelan, we're one of the UK's leading furniture repair and care specialists. Our reputation has been built on the skill, dedication and professionalism of our technicians, who help customers extend the life of their furniture while delivering an excellent experience every step of the way.
We're currently looking for a Furniture Technician to join our field-based team, covering the Falkirk and Perthshire. Every day will bring new challenges, different locations and the satisfaction of seeing the results of your craftsmanship first-hand.
The Role
As a Furniture Technician, you'll visit customers in their homes and workplaces, assessing damage, diagnosing faults, and carrying out high-quality repairs to a wide range of furniture. You'll work independently, managing your own workload while being supported by a team that values your expertise, ideas and commitment to excellence.
This role is ideal for someone who enjoys practical work, takes ownership of their results and gains satisfaction from restoring items that customers value.
What You'll Be Doing
Visiting customers to assess and repair upholstery, leather, wooden furniture and related items
Diagnosing faults and carrying out professional repairs to a consistently high standard
Completing accurate reports and submitting information promptly
Working towards first-visit resolution and quality targets
Promoting furniture care products where appropriate
Maintaining company tools, equipment and vehicle to a professional standard
Sharing feedback and suggestions that help drive continuous improvement
Essential
What We're Looking For
Aged 18 or over
Full UK driving licence (up to 6 penalty points accepted)
Proven hands-on repair experience, ideally involving furniture, wood, leather or similar craftsmanship skills
Confidence working independently in customers' homes
A professional, customer-focused approach with excellent interpersonal skills
Desirable
Strong attention to detail and commitment to quality workmanship
Effective communication and time-management skills
A proactive, solution-focused mindset
The ability to follow established processes while adapting to individual customer needs
Why Join Castelan?
We believe skilled craftsmanship deserves recognition and support. Alongside a competitive salary and pension scheme, you'll benefit from:
24/7 GP access for you and your household
Discounts on cinema tickets, leading retailers and national brands
Ongoing training and career development opportunities
Employee of the Month awards and company celebrations
Mental Health First Aid support
Employee Assistance Programme offering counselling, financial and legal guidance
Wellbeing initiatives, staff social events and charity fundraising activities
Free on-site parking (where available) and convenient transport links
Salary
£30,832.77 - £32,659.76
per annum d
ependent on experience
Want to Know More?
Further information about the role can be found at:
https://jobdescriptions.castelangroup.com
How To Apply
If you're looking for a role where your craftsmanship is valued, your expertise is respected, and your work makes a genuine difference to customers every day, we'd be delighted to hear from you.
Please submit your CV and covering letter by
Friday 21st August 2026
Applications may close earlier than the advertised date if a high volume of suitable applications is received.
Please note:
We are unable to offer visa sponsorship for this position.
Agency enquiries:
We work with a selected PSL only. Agencies should contact
recruitment@castelangroup.com
.
Show more
Show less",Not Applicable,Full-time,Other,Consumer Services
4450280742,Marine Operative,Bakkafrost Scotland,"Ardrishaig, Scotland, United Kingdom",3 days ago,2026-08-06,https://uk.linkedin.com/jobs/view/marine-operative-at-bakkafrost-scotland-4450280742,"Role
At Bakkafrost Scotland we breed, rear and process superior salmon in the pristine waters of the West Highlands and Islands. If you are an ambitious and motivated person looking for your next challenge in an exciting workplace now is the perfect time to take your next step with Bakkafrost Scotland. As a Marine Operative you will work as directed by the Senior Marine Operative and Marine Site Manager in the day-to-day operation of the marine sites, ensuring compliance with the highest standards of husbandry, fish health and welfare, quality standards and health and safety - click on the job specification link for full details of the role. In addition to a competitive salary, we offer the following:
Share bonus program
Market-leading pension
Non-contributory life insurance and individual critical illness cover
Generous Occupational Sick Pay
31 days’ holiday per year (inclusive of public holidays) and the option to buy or sell up to 3 days’ entitlement
Enhanced relocation support
Discretionary Area Allowance of £2,000
Overtime paid daily (paid at x1.5 Monday to Saturday and x2 Sunday)
Working Away from Home Allowance
Long service award - £500 after 5 years' service, £2,000 after 10 years' service
Employee recognition scheme
Professional development support and employee assistance program
A commitment to health & safety and an excellent occupational health service
Continuing investment in our business, our people and our technology
Wider Wallet Scheme giving access to discounts from over 14,500 retailers in the UK
Cycle to Work Scheme - saving between 25-39% on the cost of a new bike
Show more
Show less",Not Applicable,Full-time,"Other, Information Technology, and Management",Food and Beverage Manufacturing
4427994979,Field Data Collection Specialist\Surveyor,TSMG Holding,"Glasgow, Scotland, United Kingdom",1 month ago,2026-06-12,https://uk.linkedin.com/jobs/view/field-data-collection-specialist-surveyor-at-tsmg-holding-4427994979,"Company Description
Terry Soot Management Group (TSMG) is a field data collection company founded in 2017 in Europe.
We collect data where automation is not possible. We count features, take pictures, make videos, record speech, and scan areas for every detail you need to make more informed decisions. Our field data collection teams are spread across Europe and North America, ready to accept new challenges.
Project Objective
The goal of the project is to verify the geolocation of businesses.
The Task
The data collectors will be given specific addresses on each day that they will need to attend. Surveyor will be operating a working device with a targeted application installed. Therefore we are looking for someone who is active and loves travelling.
Duration
The project is ongoing and we are looking for a new person to join our team. The project is rapidly growing, so there is no end date as of now.
Schedule
The schedule is Monday-Friday, 8 hours/day 40 hours per week.
Requirements:
Good physical shape (:4 hours of walking every day)
Excellent communication skills
Attention to details.
Fluent English (at least B1+)
Experience in the data collection field is a big advantage but not required
What we provide:
We provide a full training before the project starts (the training is paid)
All expenses related to travel, data plan, SIM card purchase are covered.
All necessary equipment (smartphone) is also provided by the company
A letter of recommendation mentioning your experience in the data collection field
Full management support and opportunity to grow
We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses and identifying potential inconsistencies or verification signals in application materials based on available information. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us.
Show more
Show less",Not Applicable,Internship,Information Technology,IT Services and IT Consulting
4444028247,Site Labourer,Igne,"Hamilton, Scotland, United Kingdom",2 weeks ago,2026-07-23,https://uk.linkedin.com/jobs/view/site-labourer-at-igne-4444028247,"Igne are seeking to appoint Site Labourers to become part of our drilling team. This is an exciting opportunity to join a growing and progressive geotechnical contractor based out of one of our Scottish operations: Hamilton, Glasgow or Aberdeen. We offer above industry pay, which includes lots of opportunities for overtime and regular bonuses, along with generous subsistence and inconvenience payments when working away from home. Working with a Lead Driller you would provide support with the safe set up and operation of a variety of drilling rigs for site investigation boreholes. This is a role where full training will be provided so we are really looking for someone that has a full UK driving licence with the right attitude, comfortable working outdoors in all weathers and willing to be away from home. We will invest all the time and energy needed to provide you with the skills you need and a career path for the future. Useful to have:Basic understanding of site investigation and its purposeRelevant CSCS card Please be aware that due to the nature of the role, you will be subject to a drug test on day one of employment and on an ad hoc basis thereafter. In return we offer a very generous basic pay, inconvenience allowance if you do have to work away from home and lots of opportunities for overtime, plus: 33 days holiday inclusive of bank holidaysContinuous training and developmentDeath in service schemeHealth Cash Plan, which includes access to on-line GP’s and financial assistant towards medical appointments. In return, we can offer you an exciting career in a rapidly growing entrepreneurial company.
We are Igne Group Limited, a synergetic amalgamation of six companies, renowned within our respective fields, with over 350 years of combined experience. A one-stop-shop for pre- and post-construction services. Igne’s six service categories are: ground investigation, testing, unexploded ordnance, drilling specialists, geothermal, and geo-environmental. We are a Disability Confident Employer and signatories of the Armed Forces Covenant; we recruit talented individuals who care about making a positive difference. We want colleagues to bring their whole selves to work and to be able to be themselves, so equality, diversity and inclusion (EDI) are core to our company culture and integral to the success of our business. We also want all colleagues to thrive, which is why we have trained and dedicated mental health first aiders across the organisation who are available for all employees to speak to for any support they need. We believe in the development of our talent, which is why at Igne, you will have many opportunities for training and development within your role. Igne is not able to offer visa sponsorship for this position. All applicants must have the right to work in the UK at the time of application.
Show more
Show less",Not Applicable,Full-time,Other,Construction
4442120248,Lairage Operative,Dunbia Group,"Saltcoats, Scotland, United Kingdom",3 weeks ago,2026-07-17,https://uk.linkedin.com/jobs/view/lairage-operative-at-dunbia-group-4442120248,"We are currently seeking a Lairage Operative to safeguard the livestock. The person will be part of the Lairage team reporting to the Abattoir Manager.
Responsibilities
Safeguard the wellbeing of livestock
Move livestock to secure holding pens causing minimal stress
Keep the abattoir serviced with livestock
Keep the lairage facilities clean and tidy
Adhere to Company hygiene practices & animal welfare procedures
Comply with health & safety rules, to prevent / minimise the risk of accidents
Participate in training, in accordance with your personal training plan
Carry out any additional duties that may be reasonably requested by the manager
Qualifications
Previous experience in a similar role is beneficial but full training will be given for inexperienced people keen to learn the trade:
Good attention to detail
Able to use own initiative
Good communication skills
Self-motivated
Able to work as part of a team
Basic literacy and numeracy skills
Experience with livestock, desirable but not a requirement.
Pay
£12.71 p/h
Shift
Monday – Friday
6:30am - 3:10pm
No company sponsorship is available to overseas applicants for this position.
Show more
Show less",Not Applicable,Full-time,Other,Food and Beverage Manufacturing
4446751147,Home Delivery Driver,Iceland Foods,"Kilmarnock, Scotland, United Kingdom",1 week ago,2026-07-30,https://uk.linkedin.com/jobs/view/home-delivery-driver-at-iceland-foods-4446751147,"Job title: Home Delivery Driver
Hourly rate: £13.71
Key Benefits: 15% discount, optional health care plan, Grocery Aid, Christmas vouchers, min 28 days holiday
Are you looking for a role that keeps you active, independent & engaged with people?
As one of the Best Big Companies to Work For, we have a rich history of loving our customers and looking after our teams.
We understand that success is achieved through our people, and we are searching for a
Home Delivery Driver
to join our team.
Purpose
We’re hiring Home Delivery Drivers who take pride in providing excellent service & enjoy being out on the road. In this role you’ll be delivering shopping & connecting directly with customers as the face of Iceland.
In This Role You Can Expect To
Ensure safe van loading procedures are followed (i.e heavy lifting & manual handling)
Always adhere to safe driving practises
Complete van checks
Ensure food arrives to the customer in the best condition
Provide excellent customer service
Lend a hand in store when required
Be able to work independently & manage your time efficiently
Flexibility to work shifts, the patterns can vary between 6am & 11pm
Apply If You
Have a full driving license (held for at least 3 years and have no more than 6 points)
Are positive, friendly & passionate about providing a good customer experience
Are punctual & can work well to deadlines
Can demonstrate a strong awareness of road safety
What To Expect From Us
A 15% discount card
Minimum 28 days holiday (including Bank Holidays), increasing with service
Christmas vouchers
Refer a friend scheme
Long service awards
Christmas savings scheme
Recognition and rewards for exceptional customer service
Option to join a health care plan
Grocery Aid for free and confidential, financial, emotional and practical support
Show more
Show less",Not Applicable,Full-time,Management and Manufacturing,Retail
4376559963,Courier - 7.5T multi-drop,FedEx,"Bellshill, Scotland, United Kingdom",2 weeks ago,2026-07-25,https://uk.linkedin.com/jobs/view/courier-7-5t-multi-drop-at-fedex-4376559963,"We are looking for Courier (C1) to join our team at Bellshill. Whether you are fresh from the test centre or have experience, we want to speak to you!
Your role
We believe that our strengths come from our differences, and we actively invest in recruiting and retaining a diverse and inclusive workforce that reflects the communities we serve.
As a FedEx courier you are the face of the business, delivering parcels on time to our customers.
Working hours:
45 per week
Shift pattern:
07:00 - 17:00
Salary:
£15.01 per hour. Premia paid for hours worked between 7pm - 10pm, and 10pm - 6am.
What will you going to be doing?
Collection and delivery of parcels and freight to our customers
Security of the vehicle and freight while in your vehicle
Multi drop deliveries
Complete procedural checks on your vehicle
Comply with Health and Safety regulations
What are we looking for?
A full valid class 2 licence along with Driver CPC and Tacho Driver Card
Someone with great customer service skills
Great attitude with the ability to work independently and flexibly
Good understanding of driving rules and regulations
What you’ll get!
22 days holiday a year (+1 day for every full year worked between Jan-Dec, up to 27 days)
FedEx Retirement Plan
Free Uniform and PPE
Fully funded DCPC renewal
Free parking
Life assurance policy which pays out 4 x salary
Employee Assistance Programme Provides you with confidential support, information and advice to help you with your wellbeing
Hospital cash plan scheme
Tuition assistance for external training
Reduced rate shipping for international packages
Group scheme savings on many items
Great career opportunities
Diversity & Inclusion is more than the workplace. It’s the cultures we celebrate, the dreams we inspire, and creating a global community where everyone is accepted. At FedEx, diversity and inclusion happens because we do it together.
FedEx in the UK is Disability Confident ‘Committed’.
FedEx was built on a philosophy that puts people first, one we take seriously. We are an equal opportunity employer and we are committed to a diverse and inclusive workforce in which we provide growth opportunities for all
Our Company
FedEx is one of the world's largest express transportation companies and has consistently been selected as one of the top 10 World’s Most Admired Companies by ""Fortune"" magazine. Every day FedEx delivers for its customers with transportation and business solutions, serving more than 220 countries and territories around the globe. We can serve this global network due to our outstanding team of FedEx team members, who are tasked with making every FedEx experience outstanding.
Our Philosophy
The People-Service-Profit philosophy (P-S-P) describes the principles that govern every FedEx decision, policy or activity. FedEx takes care of our people; they, in turn, deliver the impeccable service demanded by our customers, who reward us with the profitability necessary to secure our future. The essential element in making the People-Service-Profit philosophy such a positive force for the company is where we close the circle, and return these profits back into the business, and invest back in our people. Our success in the industry is attributed to our people. Through our P-S-P philosophy, we have a work environment that encourages team members to be innovative in delivering the highest possible quality of service to our customers. We care for their well-being, and value their contributions to the company.
Our Culture
Our culture is important for many reasons, and we intentionally bring it to life through our behaviors, actions and activities in every part of the world. The FedEx culture and values have been a cornerstone of our success and growth since we began in the early 1970’s. While other companies can copy our systems, infrastructure and processes, our culture makes us unique and is often a differentiating factor as we compete and grow in today’s global marketplace.
Equity, Opportunity & Diversity (EO&D)
Our greatest asset at FedEx is our people. We are committed to building a diverse, equitable and inclusive workforce, and offer equal opportunities, fairness, and respect to all regardless of who you are. We encourage you to apply even if you feel your experience does not align with all aspects in the job description as you could be exactly who we need for this or another opportunity.
We do not tolerate discrimination or harassment based on race, color, ethnicity, national origin, religion, sex, age, genetic information, citizenship, disability, marital status, pregnancy, sexual orientation, gender identity, gender expression, or any other characteristic protected under international and national laws and regulations. We reasonably accommodate team members and third parties to ensure equal access, inclusion, and fairness across all protected characteristics.
Show more
Show less",Not Applicable,Full-time,Management and Manufacturing,Freight and Package Transportation
4416323254,Labourer,Sureserve,"North Ayrshire, Scotland, United Kingdom",2 months ago,2026-05-20,https://uk.linkedin.com/jobs/view/labourer-at-sureserve-4416323254,"Excellence is not just an expectation, it's our standard. With a driven team of nearly 600 professionals, we are at the forefront of providing stellar asset and energy services across the UK. Our mission is simple yet powerful: to elevate the quality of life in the communities we serve by innovating and improving the spaces where people reside, work, and gather.
We are looking to add to our Labour team in Ayrshire to assist in general onsite duties and the transportation and distribution of materials around site locations.
General Duties:
Assistant tradesmen to carry out works and repairs in void properties.
Transport materials across various sites.
Receiving, unloading and storing materials to site.
Maintaining work area during and after job.
Using power tools and access equipment.
Carry out relevant Adhoc requests as per business needs.
Comply with all manual handling and health and safety regulations.
Skills And Abilities
Experience in a similar labouring role
Full UK Driving Licence
Ability to work independently and as part of a team.
Compliance with relevant health and safety legislation.
Be willing to undertake further training to develop skills.
What we offer...
£27,400
Career stability within a growing organisation.
Access to company van with fuel card.
Pension scheme, Life assurance & access to flexible benefits scheme.
29 days annual leave (Inc. statutory bank holidays, Christmas/New Year Closure)
Employee Assistance Programme with 24 hours telephone and online access
Access to Flexible Benefits Scheme (including discount to retailers, bike to work scheme and many more).
Working with an Equal Opportunity Employer
Sureserve is committed to creating a diverse and inclusive workplace. We celebrate individual differences and believe that they contribute to our collective success. All qualified applicants will receive consideration for employment without regard to race, colour, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.
If you have the skills and experience we're looking for, and you are looking for a new and exciting career with an employer of choice, then we would love to hear from you!
Please note, Eligibility to work in the UK is required, and candidates will undergo employment screening prior to starting employment.
Show more
Show less",Not Applicable,Internship,Other,Utilities
4450228519,Inspection Finisher,Macfarlane Labels Ltd,"Kilmarnock, Scotland, United Kingdom",3 days ago,2026-08-06,https://uk.linkedin.com/jobs/view/inspection-finisher-at-macfarlane-labels-ltd-4450228519,"Inspection Finisher/ Rewind Operator
Location:
Kilmarnock, UK
Position Type:
Full-Time, Permanent
Working Hours:
To be agreed
Established in 2002, the Reflex Group is now the largest privately owned print and packaging company in the UK having grown to over 900 employees operating globally. The company prides itself on quality, efficiency, ethics and low environmental impact whilst being innovative and dynamic. The company has opportunities for an Inspection Finisher working in our in Kilmarnock site, Scotland.
Roles and Responsibilities
As an Inspection Finishing Operator, your duties include ensuring that the rolls of paper are wound to specified lengths on the required core. Paper from the master roll, will be fed into a rewind machine that will measure off the lengths required for the finished roll. The finished reels will then be removed from the rewin machine and labelled with the relevant core and reel end information. Your job also includes maintenance and calibration of your equipment.
Roles and Responsibilities
Loading of specified master reels according to job bag and reel identification labels
Printing of inner and outer core and any other customer required traceability label requirements
Selection and fixing of correct mandrel according to customer specification
Sourcing of correct core size according to customer specification
Setting of blades to slit reels to the relevant width, ensuring health and safety procedures are followed
Use of AVT inspection to ensure removal of any substandard quality print within the master reels
Maintaining the quality of the slitting of the finished reels throughout the run
Ensuring all reels are fully labelled according to both Company and customer requirements
Ensuring the line clearance procedure is thoroughly followed after each job and line clearance join retained each time
Required Skills & Experience:
Excellent verbal communication, interpersonal, and customer service skills
Ability to operate or to quickly learn to operate various printing machines and related software
Ability to follow instructions
Excellent organisational skills and attention to detail
Experience working within a team with a good standard of communication
Experienced Inspection Finisher
Show more
Show less",Not Applicable,Full-time,Quality Assurance,Printing Services
4443392999,Activity Instructor,Crieff Hydro Hotel and Resort,"Crieff, Scotland, United Kingdom",2 weeks ago,2026-07-21,https://uk.linkedin.com/jobs/view/activity-instructor-at-crieff-hydro-hotel-and-resort-4443392999,"Be part of the Family
We’re a family business through and through – family owned since 1868, family run and with a warm family welcome for guests and team alike. Our seven hotels are unique and set in three stunning Scottish locations. Some are big, some are small, but all offer fantastic food and drink, cozy beds and a wealth of things to do.
We offer an expansive range of benefits to help you make the most of life outside of work, and we’re committed to creating an inclusive culture where everyone feels heard and valued.
We treat our guests like family, and we support our people the same way. If you’re someone who lives our values of
Be Creative, Be Curious, Be Thoughtful, Be Positive and Be You
, you’ll fit right in.
Crieff Hydro Hotel
Pretty much in the centre of Scotland, we’re set in a 900acre estate in stunning Perthshire. Home from home, we’ve been welcoming generations of families for 150 years. We have 215 hotel bedrooms, 55 self-catering lodges, six restaurants and over 60 onsite activities– there really is something for everyone!
About The Role
You’ll join a team of diverse instructors to promote the thrill and challenge of the widest range of land-based activities in Scotland - rain, hail or shine. You’ll also lead groups in activities, corporate and leisure and assist with team training and quality assurance.
You’ll be a self- starter, able to think on your feet and remain calm under pressure. As a strong communicator, you’ll quickly build positive working relationships with the team and customers. You’ll show leadership skills, and have an ambition to develop a career in the outdoor activity field. Experience in a minimum of two of the following is essential - water sports, high/low ropes, quad biking, off-road driving, Segway’s, air rifle shooting and event management.
What We Need From You
Passion – for helping guests to have fun and make memories.
Willingness – a desire to learn and work in hospitality
Team focus – there are no egos here, just hard-working people who love creating memorable experiences for every guest
Ideas and openness – we’re up for doing things differently and will try (almost) everything once
Fun and easy to talk to – we’re looking for personality, not a corporate clone
Flexibility – supporting your team to deliver great a great experience.
Experience in air rifles, archery and, or, high ropes is essential
What You’ll Get From Us
Live-in Accommodation – Affordable housing with bills included may be available. Availability and rates (set by HMRC) can be discussed at interview.
Exclusive Discounts – Enjoy 30% off food, drinks and retail, discounted leisure membership and reduced rates on hotel activities.
Team Rate Hotel Stays – Take time to recharge with discounted stays at all of our hotels from just £30 per night - where will you explore next?
Refer a Friend Bonus – Earn up to £250-£500 for each successful team member or manager which you recommend to us.
Guest Mention Rewards – Earn £5 every time a guest gives you a positive shoutout in a review.
A Friendly & Supportive Team – Work in a fun, welcoming environment where team spirit and well-being are a priority.
Career Progression – With seven hotels, multiple departments, and a wide range of roles, you’ll have plenty of opportunities to grow and explore new career paths.
Wellbeing Support – Get 24/7 confidential support via the Health Assured Employee Assistance Programme, covering mental health, finances, and more.
Team Events & Annual Staff Party – We love to celebrate our people! Enjoy team events throughout the year and a legendary annual staff party.
Careers at the Crieff Hydro Family of Hotels
We have dedicated social media pages for our Careers within the Crieff Hydro Family of Hotels. Give us a follow to keep up to date with the latest careers news and insights.
Facebook: Crieff Hydro Family Careers | Crieff
Instagram: instagram.com
Please note:
This opportunity
does not qualify for sponsorship
. To be considered for this role, you must have the
right to work in the UK
.
Show more
Show less",Not Applicable,Full-time,Education and Training,Hospitality
4419679360,Estimator,Harmony Fire,"Edinburgh, Scotland, United Kingdom",2 months ago,2026-06-03,https://uk.linkedin.com/jobs/view/estimator-at-harmony-fire-4419679360,"Department:
Building Fabric - Pre-construction
Employment Type:
Full Time
Location:
Edinburgh
Description
Harmony is on a mission to be the best life safety partner to work with and for. Rated an ‘Outstanding Employer’ by Best Companies in 2025, we are only getting bigger and stronger — and we’re looking for A-players to help us get there.
We are passionate about making a difference and obsessed with quality. Our goal is to build a world where every resident can sleep safely at night, knowing their home is 100% safe.
We have an opportunity for an Estimator to join our Pre-Construction team supporting our growing Scottish pipeline. This is a role for someone who is commercially sharp, detail-focused, and ready to take ownership of estimating across a wide range of fire protection systems.
This is more than just a pricing role. It is about bringing the right energy, accountability and resilience to our mission of saving lives through fire and height safety.
Key Responsibilities
Estimate different fire protection systems from supplied CAD drawings, specifications or equivalent documentation.
Assist in compiling tender submissions to a high standard and on time.
Negotiate with suppliers and subcontractors to gain competitive pricing.
Coordinate workload and manage individual deadlines, holding colleagues accountable to agreed work programmes.
Support the sales team to maximise sales efficiency and success.
Travel to site to carry out surveys as required.
Develop processes and procedures to improve customer experience and department efficiency.
Communicate with staff, customers and the public via email and telephone.
Skills, Knowledge And Expertise
An A-player mindset — high standards, extreme ownership and the drive to do things properly, the first time.
Good working knowledge of Microsoft Office including Word, Excel and Outlook.
Strong communication, calculation and literacy skills.
Good time management and the ability to manage your own workload and meet deadlines under pressure.
Willingness to learn, act with integrity and work as a team player.
Confidence making outgoing calls to suppliers and clients.
Based within commutable distance of Scotland, with the willingness to travel as required.
Full UK driving licence.
Benefits
This is a chance to learn the commercial side of one of the UK’s fastest-growing fire safety specialists — working directly with senior pre-construction leaders and seeing your numbers turn into real projects that make residents safer. At Harmony, we ask a lot — and we give a lot back. The hours are real, the standards are high and the work is demanding, but for those who show up, deliver and go the extra mile, the rewards follow. A-players here enjoy a competitive salary, a Personal Development Plan with ongoing training and mentoring, unlimited holiday, a bonus scheme paying up to 50% of annual salary, enhanced maternity and paternity, lunch, snacks and refreshments on us every day (fresh fruit and Takeaway Friday included), a team social budget, cycle to work, an auto-enrolment pension, two company events a year and our Reward and Recognition scheme — including European mini-breaks for those who go above and beyond. It is a collaborative, high-energy environment focused on doing things the right way — technically, commercially and practically — and none of it is a perk for showing up; it’s what we share with the people pulling the business forward.
Harmony is an equal opportunity employer. We consider all applicants for employment regardless of age, disability, sexual orientation, gender identity, family or parental status, race, colour, nationality, ethnic or national origin, religion or belief. We want everyone who works with us to feel valued and to make a difference.
Show more
Show less",Not Applicable,Full-time,Management and Manufacturing,Public Safety
